,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,lnglat
3099,ROOFTOP,"592 Prospect Pl, Brooklyn, NY 11238, USA",ChIJlxauB59bwokRy_Knz04BJFo,"592  PROSPECT PLACE 2 B BROOKLYN, NY 11238",40.674937,-73.957148,2,11238,OK,street_address,"[-73.957148, 40.674937]"
3100,ROOFTOP,"631 Sterling Pl #2L, Brooklyn, NY 11238, USA",EiwyTCwgNjMxIFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJG0WeuJ9bwokRdnzgscDw88ISAjJM,631  STERLING PLACE 2L BROOKLYN NY 11238,40.6736836,-73.9578179,1,11238,OK,subpremise,"[-73.9578179, 40.6736836]"
3101,ROOFTOP,"638 Park Pl #1B, Brooklyn, NY 11238, USA",EigxQiwgNjM4IFBhcmsgUGwsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgmH1f-xn1vCiRFp9loP9KeIahICMUI,638  PARK PLACE 1B BROOKLYN NY 11238,40.6740429,-73.9570832,1,11238,OK,subpremise,"[-73.9570832, 40.6740429]"
3102,ROOFTOP,"734 Franklin Ave #1A, Brooklyn, NY 11238, USA",Ei0xQSwgNzM0IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCftZEcifW8KJEfpLWvqkw3wTEgIxQQ,734  FRANKLIN AVENUE 1A BROOKLYN NY 11238,40.6735899,-73.9570209,1,11238,OK,subpremise,"[-73.9570209, 40.6735899]"
3103,ROOFTOP,"591 Prospect Pl, Brooklyn, NY 11238, USA",ChIJCZNKG59bwokRU49J80fPc1E,591  PROSPECT PLACE 4 Brooklyn NY 11238,40.6754211,-73.9569914,2,11238,OK,premise,"[-73.9569913999999, 40.6754211]"
3104,ROOFTOP,"586 Prospect Pl #1D, Brooklyn, NY 11238, USA",EiwxRCwgNTg2IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJT6CFCJ9bwokRhDqolN4Ls8QSAjFE,586  PROSPECT PLACE APT 1D Brooklyn NY 11238,40.6749614,-73.9574276,1,11238,OK,subpremise,"[-73.9574276, 40.6749614]"
3105,ROOFTOP,"591 Prospect Pl, Brooklyn, NY 11238, USA",ChIJCZNKG59bwokRU49J80fPc1E,"591  PROSPECT PLACE C 3 BROOKLYN, NY 11238",40.6754211,-73.9569914,1,11238,OK,premise,"[-73.9569913999999, 40.6754211]"
3106,ROOFTOP,"550 St Marks Ave, Brooklyn, NY 11238, USA",ChIJByWp4Z5bwokRifowDL4ZWH4,"550  ST MARKS AVENUE 4 Brooklyn, NY 11238",40.675753,-73.956391,2,11238,OK,street_address,"[-73.956391, 40.675753]"
3107,ROOFTOP,"600 Park Pl, Brooklyn, NY 11238, USA",ChIJE9r4lp9bwokRZ1Bj4vuKJdg,"600  PARK PLACE 18 Brooklyn, NY 11238",40.674163,-73.958218,2,11238,OK,street_address,"[-73.958218, 40.674163]"
3108,ROOFTOP,"530 St Marks Ave #2B, Brooklyn, NY 11238, USA",Ei0yQiwgNTMwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCRHbphmfW8KJEYuwqm70EkdIEgIyQg,"530  SAINT MARKS AVENUE 2 B BROOKLYN, NY 11238",40.675829,-73.95712,1,11238,OK,subpremise,"[-73.95712, 40.675829]"
3109,ROOFTOP,"548 St Marks Ave, Brooklyn, NY 11238, USA",ChIJ19jJ4Z5bwokRbtveHnl-m7g,548 SAINT MARKS AVENUE Num 2 BROOKLYN NY 11238,40.675765,-73.956464,1,11238,OK,street_address,"[-73.956464, 40.675765]"
3110,ROOFTOP,"542 St Marks Ave, Brooklyn, NY 11238, USA",ChIJXYJFHp9bwokR-aZj5qYYKh0,542  ST MARKS AVENUE 103 Brooklyn NY 11238,40.6757268,-73.9568016,2,11238,OK,street_address,"[-73.9568015999999, 40.6757268]"
3111,ROOFTOP,"694 Franklin Ave, Brooklyn, NY 11238, USA",ChIJF-GBAJ9bwokR1mS3SP7ZqwU,694 FRANKLIN AVE 3 BROOKLYN 11238,40.674751,-73.956757,1,11238,OK,"bicycle_store,establishment,point_of_interest,store","[-73.956757, 40.674751]"
3112,ROOFTOP,"542 St Marks Ave, Brooklyn, NY 11238, USA",ChIJXYJFHp9bwokR-aZj5qYYKh0,542 SAINT MARKS AVE 101 BROOKLYN 11238,40.6757268,-73.9568016,2,11238,OK,street_address,"[-73.9568015999999, 40.6757268]"
3113,ROOFTOP,"600 Park Pl #1B, Brooklyn, NY 11238, USA",EigxQiwgNjAwIFBhcmsgUGwsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgkT2viWn1vCiRFnUGPi-4ol2BICMUI,600  PARK PLACE 1B Brooklyn NY 11238,40.674163,-73.958218,1,11238,OK,subpremise,"[-73.958218, 40.674163]"
3114,ROOFTOP,"600 Park Pl, Brooklyn, NY 11238, USA",ChIJE9r4lp9bwokRZ1Bj4vuKJdg,600  PARK PLACE 10 Brooklyn NY 11238,40.674163,-73.958218,2,11238,OK,street_address,"[-73.958218, 40.674163]"
3115,ROOFTOP,"694 Franklin Ave, Brooklyn, NY 11238, USA",ChIJF-GBAJ9bwokR1mS3SP7ZqwU,"694  FRANKLIN AVENUE 4 BROOKLYN, NY 11238",40.674751,-73.956757,1,11238,OK,"bicycle_store,establishment,point_of_interest,store","[-73.956757, 40.674751]"
3116,ROOFTOP,"597 Prospect Pl B2, Brooklyn, NY 11238, USA",EixCMiwgNTk3IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJ1as0A59bwokRk_YAIqubvMMSAkIy,597  PROSPECT PLACE B2 BROOKLYN NY 11238,40.6753468,-73.9568766,1,11238,OK,subpremise,"[-73.9568766, 40.6753468]"
3117,ROOFTOP,"552 St Marks Ave, Brooklyn, NY 11238, USA",ChIJv3KM4J5bwokROnUIY4jemts,"552  SAINT MARKS AVENUE 2 BROOKLYN, NY 11238",40.6757629,-73.9563426,1,11238,OK,"establishment,health,pharmacy,point_of_interest,store","[-73.9563426, 40.6757629]"
3118,ROOFTOP,"892 Bergen St #3B, Brooklyn, NY 11238, USA",EiozQiwgODkyIEJlcmdlbiBTdCwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCcvMOzifW8KJEX7GJvvwVDkLEgIzQg,892 BERGEN ST 3B BROOKLYN 11238,40.6769327,-73.9577031,1,11238,OK,subpremise,"[-73.9577031, 40.6769326999999]"
3119,ROOFTOP,"680 Franklin Ave, Brooklyn, NY 11238, USA",ChIJVzJX_Z5bwokR-tIOqT0sey8,680 FRANKLIN AVENUE 2 Brooklyn NY 11238,40.6752931,-73.9565666,2,11238,OK,premise,"[-73.9565666, 40.6752931]"
3120,ROOFTOP,"570 Park Pl, Brooklyn, NY 11238, USA",ChIJz4njj59bwokRUgsOXFUsYYM,570 PARK PL  BROOKLYN 11238,40.6744606,-73.9591381,1,11238,OK,premise,"[-73.9591380999999, 40.6744606]"
3121,ROOFTOP,"637 Sterling Pl #1R, Brooklyn, NY 11238, USA",EiwxUiwgNjM3IFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJ5WfAx59bwokRpyo2Z2y3z1oSAjFS,637  STERLING PLACE 1R BROOKLYN NY 11238,40.673638,-73.9574965,1,11238,OK,subpremise,"[-73.9574964999999, 40.673638]"
3122,ROOFTOP,"612 Prospect Pl, Brooklyn, NY 11238, USA",ChIJ31zcAZ9bwokRES_46Uv-uZ8,612  PROSPECT PLACE 2 Brooklyn NY 11238,40.6749439,-73.9565861,2,11238,OK,street_address,"[-73.9565861, 40.6749439]"
3123,ROOFTOP,"892 Bergen St #10A, Brooklyn, NY 11238, USA",EisxMEEsIDg5MiBCZXJnZW4gU3QsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh8aHQoWChQKEgnLzDs4n1vCiRF-xib78FQ5CxIDMTBB,892  BERGEN STREET 10A Brooklyn NY 11238,40.6769327,-73.9577031,1,11238,OK,subpremise,"[-73.9577031, 40.6769326999999]"
3124,ROOFTOP,"613 Sterling Pl #3L, Brooklyn, NY 11238, USA",EiwzTCwgNjEzIFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJ9dHukp9bwokRXVsuTAdLaIUSAjNM,613 STERLING PL 3L BROOKLYN 11238,40.6739497,-73.9588741,1,11238,OK,subpremise,"[-73.9588741, 40.6739497]"
3125,ROOFTOP,"612 Prospect Pl #1FL, Brooklyn, NY 11238, USA",Ei0xRkwsIDYxMiBQcm9zcGVjdCBQbCwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHxodChYKFAoSCd9c3AGfW8KJEREv-OlL_rmfEgMxRkw,612 PROSPECT PLACE 1FL BROOKLYN NY 11238,40.6749439,-73.9565861,1,11238,OK,subpremise,"[-73.9565861, 40.6749439]"
3126,ROOFTOP,"728 Franklin Ave #3D, Brooklyn, NY 11238, USA",Ei0zRCwgNzI4IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCVmT3rafW8KJEUP8vmzDZLOzEgIzRA,728 FRANKLIN AVENUE 3D BROOKLYN NY 11238,40.6737724,-73.9570832,1,11238,OK,subpremise,"[-73.9570832, 40.6737724]"
3127,ROOFTOP,"600 Park Pl, Brooklyn, NY 11238, USA",ChIJE9r4lp9bwokRZ1Bj4vuKJdg,600 PARK PL 16 BROOKLYN 11238,40.674163,-73.958218,2,11238,OK,street_address,"[-73.958218, 40.674163]"
3128,ROOFTOP,"629 Sterling Pl #2R, Brooklyn, NY 11238, USA",EiwyUiwgNjI5IFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJi4M-lZ9bwokRNVF_DFpXonQSAjJS,629 STERLING PLACE 2R BROOKLYN NY 11238,40.6736739,-73.9582066,1,11238,OK,subpremise,"[-73.9582066, 40.6736739]"
3129,ROOFTOP,"542 St Marks Ave, Brooklyn, NY 11238, USA",ChIJXYJFHp9bwokR-aZj5qYYKh0,542 SAINT MARKS AVENUE 701 BROOKLYN NY 11238,40.6757268,-73.9568016,2,11238,OK,street_address,"[-73.9568015999999, 40.6757268]"
3130,ROOFTOP,"546 St Marks Ave, Brooklyn, NY 11238, USA",ChIJGSgc4J5bwokRuRq-2ywW7iI,546 SAINT MARKS AVE 4 BROOKLYN 11238,40.6758433,-73.9566269,2,11238,OK,street_address,"[-73.9566269, 40.6758433]"
3131,ROOFTOP,"631 Sterling Pl #3R, Brooklyn, NY 11238, USA",EiwzUiwgNjMxIFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJG0WeuJ9bwokRdnzgscDw88ISAjNS,"631  STERLING PLACE APT 3R BROOKLYN, NY 11238",40.6736836,-73.9578179,1,11238,OK,subpremise,"[-73.9578179, 40.6736836]"
3132,ROOFTOP,"728 Franklin Ave, Brooklyn, NY 11238, USA",ChIJWZPetp9bwokRQ_y-bMNks7M,728 FRANKLIN AVE BROOKLYN NY 11238,40.6737724,-73.9570832,1,11238,OK,premise,"[-73.9570832, 40.6737724]"
3133,ROOFTOP,"620 Park Pl #4L, Brooklyn, NY 11238, USA",Eig0TCwgNjIwIFBhcmsgUGwsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgmDD3q7n1vCiRFw8HYQjUVcCRICNEw,620 PARK PLACE 4L BROOKLYN NY 11238,40.6741278,-73.9576802,1,11238,OK,subpremise,"[-73.9576802, 40.6741278]"
3134,ROOFTOP,"612 Prospect Pl, Brooklyn, NY 11238, USA",ChIJ31zcAZ9bwokRES_46Uv-uZ8,612  PROSPECT PLACE  BROOKLYN  11238,40.6749439,-73.9565861,1,11238,OK,street_address,"[-73.9565861, 40.6749439]"
3135,ROOFTOP,"728 Franklin Ave #4A, Brooklyn, NY 11238, USA",Ei00QSwgNzI4IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCVmT3rafW8KJEUP8vmzDZLOzEgI0QQ,728 FRANKLIN AVE 4A BROOKLYN NY 11238,40.6737724,-73.9570832,1,11238,OK,subpremise,"[-73.9570832, 40.6737724]"
3136,ROOFTOP,"670 Franklin Ave, Brooklyn, NY 11238, USA",ChIJ5a9p4p5bwokR8sXZ4-qpubA,670 FRANKLIN AVE  BROOKLYN NY 11238,40.675533,-73.956472,1,11238,OK,street_address,"[-73.9564719999999, 40.675533]"
3137,ROOFTOP,"637 St Marks Ave, Brooklyn, NY 11216, USA",ChIJ65-fa5xbwokRj3IoP67otfA,637 ST. MARKS PL  11238,40.67554,-73.951952,1,11216,OK,street_address,"[-73.9519519999999, 40.67554]"
3138,ROOFTOP,"633 Park Pl, Brooklyn, NY 11238, USA",ChIJ7RxSqZ9bwokRxrQlGWRUukw,633 PARK PLACE BROOKLYN 11238,40.674489,-73.956965,1,11238,OK,street_address,"[-73.956965, 40.674489]"
3139,ROOFTOP,"676 Franklin Ave, Brooklyn, NY 11238, USA",ChIJ4WW74p5bwokRJsIBXFdpDyw,676 FRANKLIN AVE BROOKLYN NY 11238,40.675388,-73.956502,1,11238,OK,street_address,"[-73.956502, 40.675388]"
3140,ROOFTOP,"638 Park Pl, Brooklyn, NY 11238, USA",ChIJh9X_sZ9bwokRafZaD_SniGo,638 PARK PLACE BROOKLYN NY 11238,40.6740429,-73.9570832,1,11238,OK,street_address,"[-73.9570832, 40.6740429]"
3141,ROOFTOP,"637 Sterling Pl #3R, Brooklyn, NY 11238, USA",EiwzUiwgNjM3IFN0ZXJsaW5nIFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJ5WfAx59bwokRpyo2Z2y3z1oSAjNS,637 STERLING  PLACE 3R BROOKLYN 11238,40.673638,-73.9574965,1,11238,OK,subpremise,"[-73.9574964999999, 40.673638]"
3142,ROOFTOP,"625 Park Pl, Brooklyn, NY 11238, USA",ChIJTdx7pp9bwokRdPUmc4UafN4,625 PARK PL BKLYN NY  11238,40.6745975,-73.9574506,1,11238,OK,premise,"[-73.9574506, 40.6745975]"
3143,ROOFTOP,"542 St Marks Ave, Brooklyn, NY 11238, USA",ChIJXYJFHp9bwokR-aZj5qYYKh0,542 SAINT MARKS AVENUE 705 BROOKLYN NY 11238,40.6757268,-73.9568016,2,11238,OK,street_address,"[-73.9568015999999, 40.6757268]"
3144,ROOFTOP,"648 Franklin Ave #2, Brooklyn, NY 11238, USA",EiwyLCA2NDggRnJhbmtsaW4gQXZlLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIdGhsKFgoUChIJAWrcJ59bwokRW2Z5LER03NQSATI,648 FRANKLIN AVENU APT2 BROOKLYN 11238,40.6762375,-73.9562107,1,11238,OK,subpremise,"[-73.9562107, 40.6762375]"
3145,ROOFTOP,"692 Franklin Ave, Brooklyn, NY 11238, USA",ChIJta70AJ9bwokR0k7eZbPb2Tk,692 FRANKLIN AVENUE BROOKLYN 11238,40.6748605,-73.9568536,1,11238,OK,premise,"[-73.9568536, 40.6748605]"
3146,ROOFTOP,"638 Park Pl, Brooklyn, NY 11238, USA",ChIJh9X_sZ9bwokRafZaD_SniGo,638 PARK PLACE BROOKLYN NY 11238,40.6740429,-73.9570832,1,11238,OK,street_address,"[-73.9570832, 40.6740429]"
3147,ROOFTOP,"600 Park Pl #17, Brooklyn, NY 11238, USA",EigxNywgNjAwIFBhcmsgUGwsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgkT2viWn1vCiRFnUGPi-4ol2BICMTc,600 PARK PLACE APT17 BROOKLYN NY 11238,40.674163,-73.958218,1,11238,OK,subpremise,"[-73.958218, 40.674163]"
3148,ROOFTOP,"570 Park Pl, Brooklyn, NY 11238, USA",ChIJz4njj59bwokRUgsOXFUsYYM,570 PARK PLACE BROOKLYN NY 11238,40.6744606,-73.9591381,1,11238,OK,premise,"[-73.9591380999999, 40.6744606]"
3149,ROOFTOP,"586 Prospect Pl, Brooklyn, NY 11238, USA",ChIJT6CFCJ9bwokRhDqolN4Ls8Q,586 PROSPECT PLACE BROOKLYN NY 11238,40.6749614,-73.9574276,1,11238,OK,premise,"[-73.9574276, 40.6749614]"
3150,ROOFTOP,"942 Bergen St #3, Brooklyn, NY 11238, USA",EikzLCA5NDIgQmVyZ2VuIFN0LCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIdGhsKFgoUChIJjxmo0Z5bwokRFiDbOgVwiTkSATM,942 BERGEN STREET APT 3 BROKLYN NY 11238,40.6766858,-73.955998,1,11238,OK,subpremise,"[-73.955998, 40.6766858]"
3151,ROOFTOP,"600 Park Pl, Brooklyn, NY 11238, USA",ChIJE9r4lp9bwokRZ1Bj4vuKJdg,600 PARK PLACE BROOKLYN NY 11238,40.674163,-73.958218,1,11238,OK,street_address,"[-73.958218, 40.674163]"
3152,ROOFTOP,"332 Rogers Ave, Brooklyn, NY 11225, USA",ChIJLaZS13NbwokRltmrXzMJWNY,332  ROGERS AVENUE D 17 BROOKLYN NY 11225,40.6649843,-73.9541214,1,11225,OK,premise,"[-73.9541213999999, 40.6649843]"
3153,ROOFTOP,"1720 Bedford Ave #17F, Brooklyn, NY 11225, USA",Ei4xN0YsIDE3MjAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgldLm4gc1vCiRGgRO7Iu5t4sxIDMTdG,1720 BEDFORD AVENUE 17F Brooklyn NY 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3154,ROOFTOP,"332 Rogers Ave, Brooklyn, NY 11225, USA",ChIJLaZS13NbwokRltmrXzMJWNY,"332  ROGERS AVENUE E-12 Brooklyn, NY 11225",40.6649843,-73.9541214,2,11225,OK,premise,"[-73.9541213999999, 40.6649843]"
3155,ROOFTOP,"1720 Bedford Ave #17D, Brooklyn, NY 11225, USA",Ei4xN0QsIDE3MjAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgldLm4gc1vCiRGgRO7Iu5t4sxIDMTdE,1720  BEDFORD AVENUE 17D Brooklyn NY 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3156,ROOFTOP,"34 Stoddard Pl, Brooklyn, NY 11225, USA",ChIJPSJEq3NbwokRSw5XkXqyHVQ,34 STODDARD PL  BROOKLYN 11225,40.664838,-73.956255,1,11225,OK,street_address,"[-73.956255, 40.664838]"
3157,ROOFTOP,"1720 Bedford Ave #5B, Brooklyn, NY 11225, USA",Ei01QiwgMTcyMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCV0ubiBzW8KJEaBE7si7m3izEgI1Qg,1720 BEDFORD AVE 5B BROOKLYN 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3158,ROOFTOP,"1720 Bedford Ave, Brooklyn, NY 11225, USA",ChIJXS5uIHNbwokRoETuyLubeLM,1720 BEDFORD AVENUE 5 B Brooklyn NY 11225,40.6649986,-73.9583001,1,11225,OK,street_address,"[-73.9583001, 40.6649986]"
3159,ROOFTOP,"332 Rogers Ave, Brooklyn, NY 11225, USA",ChIJLaZS13NbwokRltmrXzMJWNY,332 ROGERS AVENUE D 11 BROOKLYN NY 11225,40.6649843,-73.9541214,1,11225,OK,premise,"[-73.9541213999999, 40.6649843]"
3160,ROOFTOP,"1720 Bedford Ave #9B, Brooklyn, NY 11225, USA",Ei05QiwgMTcyMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCV0ubiBzW8KJEaBE7si7m3izEgI5Qg,1720 BEDFORD AVE 9B BROOKLYN 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3161,ROOFTOP,"304 Montgomery St, Brooklyn, NY 11225, USA",ChIJt5swxHNbwokR-cmio7d-u4o,304 MONTGOMERY STREET Brooklyn NY 11225,40.665368,-73.954657,1,11225,OK,street_address,"[-73.954657, 40.665368]"
3162,ROOFTOP,"33 Stoddard Pl, Brooklyn, NY 11225, USA",ChIJtc7qsnNbwokRAHhdkNS5VRY,33 STODDARD PLACE 1 Brooklyn NY 11225,40.6647972,-73.9556597,2,11225,OK,premise,"[-73.9556597, 40.6647972]"
3163,ROOFTOP,"2 Stoddard Pl #1G, Brooklyn, NY 11225, USA",EioxRywgMiBTdG9kZGFyZCBQbCwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCeVz2KVzW8KJEYWOsZMHJMFaEgIxRw,2 STODDARD PL 1G BROOKLYN 11225,40.6655165,-73.9562337,1,11225,OK,subpremise,"[-73.9562337, 40.6655165]"
3164,ROOFTOP,"324 Montgomery St B5, Brooklyn, NY 11225, USA",Ei5CNSwgMzI0IE1vbnRnb21lcnkgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmtDuPbc1vCiRF6IM3Ht22hoxICQjU,324  MONTGOMERY STREET B5 Brooklyn NY 11225,40.6653257,-73.9540755,1,11225,OK,subpremise,"[-73.9540755, 40.6653257]"
3165,ROOFTOP,"324 Montgomery St B5, Brooklyn, NY 11225, USA",Ei5CNSwgMzI0IE1vbnRnb21lcnkgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmtDuPbc1vCiRF6IM3Ht22hoxICQjU,324  MONTGOMERY STREET B5 Brooklyn NY 11225,40.6653257,-73.9540755,1,11225,OK,subpremise,"[-73.9540755, 40.6653257]"
3166,ROOFTOP,"1720 Bedford Ave, Brooklyn, NY 11225, USA",ChIJXS5uIHNbwokRoETuyLubeLM,1720  BEDFORD AVENUE 10-C Brooklyn NY 11225,40.6649986,-73.9583001,1,11225,OK,street_address,"[-73.9583001, 40.6649986]"
3167,ROOFTOP,"324 Montgomery St B5, Brooklyn, NY 11225, USA",Ei5CNSwgMzI0IE1vbnRnb21lcnkgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmtDuPbc1vCiRF6IM3Ht22hoxICQjU,"324  MONTGOMERY   STREET B5 Brooklyn, NY 11225",40.6653257,-73.9540755,1,11225,OK,subpremise,"[-73.9540755, 40.6653257]"
3168,ROOFTOP,"1720 Bedford Ave #4E, Brooklyn, NY 11225, USA",Ei00RSwgMTcyMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCV0ubiBzW8KJEaBE7si7m3izEgI0RQ,1720 BEDFORD AVE 4E BROOKLYN NY 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3169,ROOFTOP,"2 Stoddard Pl #3C, Brooklyn, NY 11225, USA",EiozQywgMiBTdG9kZGFyZCBQbCwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCeVz2KVzW8KJEYWOsZMHJMFaEgIzQw,2 STODDARD PLACE 3C BROOKLYN NY 11225,40.6655165,-73.9562337,1,11225,OK,subpremise,"[-73.9562337, 40.6655165]"
3170,ROOFTOP,"209 Sullivan Pl C10, Brooklyn, NY 11225, USA",Ei1DMTAsIDIwOSBTdWxsaXZhbiBQbCwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHxodChYKFAoSCVGE79NzW8KJEYm4jphUNMmjEgNDMTA,209 SULLIVAN PLACE C10 BROOKLYN NEW YORK 11225,40.6646294,-73.9539281,1,11225,OK,subpremise,"[-73.9539281, 40.6646294]"
3171,ROOFTOP,"208 Sullivan Pl, Brooklyn, NY 11225, USA",ChIJBS7JLXJbwokRnL5kYwIJ0bI,208 SULLIVAN PLACE BROOKLYN NY 11225,40.664243,-73.954199,1,11225,OK,street_address,"[-73.954199, 40.664243]"
3172,ROOFTOP,"33 Stoddard Pl, Brooklyn, NY 11225, USA",ChIJtc7qsnNbwokRAHhdkNS5VRY,33 STODDARD PLACE BROOKLYN NEW YORK 11225,40.6647972,-73.9556597,1,11225,OK,premise,"[-73.9556597, 40.6647972]"
3173,ROOFTOP,"332 Rogers Ave F5, Brooklyn, NY 11225, USA",EitGNSwgMzMyIFJvZ2VycyBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgktplLXc1vCiRGW2atfMwlY1hICRjU,332 ROGERS AVENUE F5 BROOKLYN 11225,40.6649843,-73.9541214,1,11225,OK,subpremise,"[-73.9541213999999, 40.6649843]"
3174,GEOMETRIC_CENTER,"Sullivan Pl, Brooklyn, NY 11225, USA",ChIJr2BtUXJbwokRR1O5XwoMbwY,SULLIVAN PL BROOKLYN NY 11225,40.6643685,-73.9560187,1,11225,OK,route,"[-73.9560187, 40.6643684999999]"
3175,ROOFTOP,"324 Montgomery St A5, Brooklyn, NY 11225, USA",Ei5BNSwgMzI0IE1vbnRnb21lcnkgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmtDuPbc1vCiRF6IM3Ht22hoxICQTU,324 MONTGOMERY ST A5 BK 11225,40.6653257,-73.9540755,1,11225,OK,subpremise,"[-73.9540755, 40.6653257]"
3176,ROOFTOP,"332 Rogers Ave D12, Brooklyn, NY 11225, USA",EixEMTIsIDMzMiBSb2dlcnMgQXZlLCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJLaZS13NbwokRltmrXzMJWNYSA0QxMg,332 ROGERS AVENUE D12 BROOKLYN 11225,40.6649843,-73.9541214,1,11225,OK,subpremise,"[-73.9541213999999, 40.6649843]"
3177,ROOFTOP,"17 Ludlam Pl, Brooklyn, NY 11225, USA",ChIJh0jcyHNbwokR0I4iZYSWn9o,17 LUDLAM PLACE BROOKLYN NY 11225,40.665071,-73.9547987,1,11225,OK,premise,"[-73.9547987, 40.665071]"
3178,ROOFTOP,"1720 Bedford Ave #2B, Brooklyn, NY 11225, USA",Ei0yQiwgMTcyMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCV0ubiBzW8KJEaBE7si7m3izEgIyQg,1720 BEDFORD AVENUE 2B BROOKLYN NY 11225,40.6649986,-73.9583001,1,11225,OK,subpremise,"[-73.9583001, 40.6649986]"
3179,ROOFTOP,"819 Dean St, Brooklyn, NY 11238, USA",ChIJMwgMyqNbwokRF07BSHcRTLs,819  DEAN STREET  BROOKLYN NY 11238,40.6793169,-73.9627197,1,11238,OK,premise,"[-73.9627197, 40.6793169]"
3180,ROOFTOP,"893 Pacific St #3A, Brooklyn, NY 11238, USA",EiszQSwgODkzIFBhY2lmaWMgU3QsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgm9t2B_pFvCiRERruHUJYQAnhICM0E,"893  PACIFIC STREET 3A BROOKLYN, NY 11238",40.680696,-73.965392,1,11238,OK,subpremise,"[-73.965392, 40.680696]"
